itemId,category,name,rating,reviewContent,sentiment
100034104,beli-harddisk-eksternal,Ririn S.,1.0,kapasitasy kurang bagusss aturany klw kosong g bnyakkk firusss tpi nieh bnyakkk firusss sangat kecewe,Negative
100034104,beli-harddisk-eksternal,Asrinur A.,5.0,"Baguss bangett kurir nya jga ramah, cakep pula wkwk. Ini 64gb tp cmn 58 sekian gb tp gpp lah yah... Pokok nya recomended deh....",Positive
100034104,beli-harddisk-eksternal,ucen W.,5.0,produk dah sampai kemasan rapih pengiriman cepat barang  bagus pembayaran cod tidak perlu diragukan lagi 👍👍,Positive
100034104,beli-harddisk-eksternal,ucen W.,5.0,barangnya bagus banget.. sesuai dengan gambar dn deskripsi.. pengiriman cepat.. bagus dn recomended bangt..👍,Positive
100034104,beli-harddisk-eksternal,Andre A.,5.0,"packing tanpa bubble warp. fisik no minus. Cuma 58 GB, bukan 64. ya lumayan",Positive
100034104,beli-harddisk-eksternal,Hendrii R.,5.0,barang ok .. packing Rapii .. Kurir nya Ramahh .. Puass ..,Positive
100034104,beli-harddisk-eksternal,muchamad R.,5.0,produk original mantap semoga awet,Positive
100034104,beli-harddisk-eksternal,Budi,5.0,baik. sesuai ekspektasi.,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,👍👍👍,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,4.0,,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100034104,beli-harddisk-eksternal,Brian A.,5.0,,Positive
100034104,beli-harddisk-eksternal,pratiwi,5.0,,Positive
100034104,beli-harddisk-eksternal,Dede A.,5.0,,Positive
100034104,beli-harddisk-eksternal,Izzal R.,5.0,,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,Barang nya oke makasih,Positive
100034104,beli-harddisk-eksternal,Ahmad K.,5.0,Tumben ninja cepat pengirimannya,Positive
100034104,beli-harddisk-eksternal,Sudarso,5.0,,Positive
100034104,beli-harddisk-eksternal,ganirogy,5.0,barang asli dan original terimakasih maju terus toko jet store,Positive
100034104,beli-harddisk-eksternal,Fadhila U.,5.0,"Flashdisk nya bagus, sesuai picture, barang cepat sampai, kurir ramah",Positive
100034104,beli-harddisk-eksternal,ferry P.,5.0,oke... mudah2an awet dan ga crash belum sempet d coba,Positive
100034104,beli-harddisk-eksternal,wisnu D.,5.0,kapasitas cumA 58 gb ajaaaaa....  huft...,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,4.0,katanya 64 GB nyatanya cuman 58 GB,Positive
100034104,beli-harddisk-eksternal,Irine S.,5.0,"thks ya barang sdh sampai,smga cocok",Positive
100034104,beli-harddisk-eksternal,Winarso Y.,5.0,siippp...thank lazada,Positive
100034104,beli-harddisk-eksternal,Irman A.,5.0,udah di trima ...barang OK Moga awet...,Positive
100034104,beli-harddisk-eksternal,Indra S.,5.0,josss tenan,Positive
100034104,beli-harddisk-eksternal,lidia M.,5.0,,Positive
100034104,beli-harddisk-eksternal,Samuel P.,5.0,,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100034104,beli-harddisk-eksternal,Herlina L.,5.0,,Positive
100034104,beli-harddisk-eksternal,Recvy,5.0,"Ini ori, bagus tahan lama masih saya pake",Positive
100034104,beli-harddisk-eksternal,Sucipto B.,1.0,kampret kaga kebaca!!,Negative
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100034104,beli-harddisk-eksternal,Ari A.,5.0,,Positive
100034104,beli-harddisk-eksternal,Sandi,5.0,,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,barang bagus quick respon hari ini pesan besok sudah sampai,Positive
100034104,beli-harddisk-eksternal,Asep P.,4.0,,Positive
100034104,beli-harddisk-eksternal,Muhammad I.,4.0,,Positive
100034104,beli-harddisk-eksternal,Tarmudi,5.0,brang cukup bagus,Positive
100034104,beli-harddisk-eksternal,Reuther J.,5.0,,Positive
100034104,beli-harddisk-eksternal,Siti F.,5.0,,Positive
100034104,beli-harddisk-eksternal,Mhd W.,5.0,,Positive
100034104,beli-harddisk-eksternal,Dias P.,5.0,,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,3.0,,Neutral
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,Sip mantap,Positive
100034104,beli-harddisk-eksternal,bay H.,5.0,,Positive
100034104,beli-harddisk-eksternal,purwati,5.0,,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100034104,beli-harddisk-eksternal,Putra A.,5.0,,Positive
100034104,beli-harddisk-eksternal,Lie M.,5.0,,Positive
100034104,beli-harddisk-eksternal,Tumpal S.,5.0,,Positive
100034104,beli-harddisk-eksternal,Aldino W.,5.0,,Positive
100034104,beli-harddisk-eksternal,anggi A.,5.0,,Positive
100034104,beli-harddisk-eksternal,Ahmad F.,5.0,,Positive
100034104,beli-harddisk-eksternal,Nama P.,5.0,,Positive
100034104,beli-harddisk-eksternal,Pupung A.,5.0,bagus ori!,Positive
100034104,beli-harddisk-eksternal,Bambang G.,5.0,,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100034104,beli-harddisk-eksternal,ardi R.,5.0,,Positive
100034104,beli-harddisk-eksternal,THE N.,5.0,,Positive
100034104,beli-harddisk-eksternal,selvi H.,5.0,,Positive
100034104,beli-harddisk-eksternal,Siti S.,5.0,,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100034104,beli-harddisk-eksternal,Desy C.,5.0,,Positive
100034104,beli-harddisk-eksternal,Saleh H.,5.0,,Positive
100034104,beli-harddisk-eksternal,Novan A.,5.0,,Positive
100034104,beli-harddisk-eksternal,Aobhie H.,5.0,real good,Positive
100034104,beli-harddisk-eksternal,Dwi P.,5.0,,Positive
100034104,beli-harddisk-eksternal,Kejar K.,3.0,,Neutral
100034104,beli-harddisk-eksternal,Yulianto A.,3.0,,Neutral
100034104,beli-harddisk-eksternal,Satria F.,5.0,,Positive
100034104,beli-harddisk-eksternal,*i. P.,5.0,,Positive
100034104,beli-harddisk-eksternal,Ketut W.,5.0,bagus,Positive
100034104,beli-harddisk-eksternal,Maswa A.,5.0,,Positive
100034104,beli-harddisk-eksternal,abdul M.,5.0,good,Positive
100034104,beli-harddisk-eksternal,muhamad N.,5.0,,Positive
100034104,beli-harddisk-eksternal,sri H.,5.0,,Positive
100034104,beli-harddisk-eksternal,Jesa J.,5.0,,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100034104,beli-harddisk-eksternal,Sriyana,3.0,,Neutral
100034104,beli-harddisk-eksternal,Leonard P.,5.0,,Positive
100034104,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100034104,beli-harddisk-eksternal,bondan I.,5.0,,Positive
100034117,beli-harddisk-eksternal,Lazada Customer,2.0,,Negative
100036366,beli-harddisk-eksternal,Lazada Customer,2.0,"pengiriman sangat lama, tgl 19 di pesan, tgl 22 barang baru dikemas, tgl 23 baru diambil ekspedisi, tgl 25 baru sampai. Masih dijabotabek tapi lama.",Negative
100036366,beli-harddisk-eksternal,hadiyanto,1.0,"barang tanpa kemasan, tanpa pelindung apapun, hanya dus tv saja, liat dusnya sobek dikit sudah mulai curiga, kayaknya pecah ini, eeeeellllaaaa pas dibuka pecah beneran, BAD SELLER, BENER BENER BAD SELLER MAU UNTUNG AJA, tanpa peduli keadaan produk , kalo gak ada untung n pelit pakingan ya jgn jualan ....barang sudah retur , mudah mudahan barangnya cepat di kirim lg d",Negative
100036366,beli-harddisk-eksternal,Fajar H.,4.0,"Barang diterima pada hari akhir yg dijadwalkan, yaitu malam hari. Kondisi barang terlindungi dengan packing bawaan unit.  Kualitas unit adalah kualitas Sharp. Semoga awet. Bila unit ini dikirim dari gudang Lazada di Bogor, mestinya bisa lebih cpt tiba, bukan pada hari akhir yg dijadwalkan karena alamat tujuan juga di Bogor.",Positive
100036366,beli-harddisk-eksternal,aryanto,4.0,masukan saja.. klo bisa packingnya jangan asal.. dikasih buble wrap minimal.. ini cuma dipacking pakai plastik biasa.. sempet khawatir pecah.. tpi untung gk terjadi . ..,Positive
100036366,beli-harddisk-eksternal,Heri S.,5.0,,Positive
100036366,beli-harddisk-eksternal,Abdul A.,4.0,pesanan sesuai dgn yg di gambar .....skrg sy lg coba smoga awet...,Positive
100036366,beli-harddisk-eksternal,Edi S.,2.0,Pengiriman tidak sesuai tanggal yang tertera,Negative
100036366,beli-harddisk-eksternal,Lazada Customer,5.0,sesuai... no tipu2,Positive
100036366,beli-harddisk-eksternal,Pohin,5.0,barang ok packing rapih,Positive
100036366,beli-harddisk-eksternal,Nilam R.,5.0,"Barangnya sampai dengan cepat, bagus, terimakasih lazada.",Positive
100036366,beli-harddisk-eksternal,Pohin,5.0,"pengiriman cepat packirng rapih harga murah, free ongkir",Positive
100036366,beli-harddisk-eksternal,ming F.,5.0,mantapp barang nya sesuai pesanan,Positive
100036366,beli-harddisk-eksternal,kiky p.,1.0,Jangan pernah beli disini..parah banget..barang belum sampe udh 2 mi ggu alesan nya gak jelas gangguan dll..,Negative
100036366,beli-harddisk-eksternal,Muhammad A.,1.0,hati hati ini tv ga bisa pake USB,Negative
100036366,beli-harddisk-eksternal,Kusnadi,3.0,,Neutral
100036366,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100036366,beli-harddisk-eksternal,Yan T.,5.0,,Positive
100036366,beli-harddisk-eksternal,ARIF B.,5.0,,Positive
100036366,beli-harddisk-eksternal,Akasia P.,5.0,,Positive
100036366,beli-harddisk-eksternal,Indah P.,5.0,,Positive
100036366,beli-harddisk-eksternal,tjhong K.,5.0,,Positive
100036366,beli-harddisk-eksternal,Jovan R.,5.0,,Positive
100036366,beli-harddisk-eksternal,Harris H.,5.0,,Positive
100036366,beli-harddisk-eksternal,Lukas P.,5.0,,Positive
100036366,beli-harddisk-eksternal,Harris H.,5.0,,Positive
100036366,beli-harddisk-eksternal,Harris H.,5.0,,Positive
100036366,beli-harddisk-eksternal,Harris H.,5.0,,Positive
100036366,beli-harddisk-eksternal,lukas P.,5.0,,Positive
100036366,beli-harddisk-eksternal,lukas P.,5.0,,Positive
100036366,beli-harddisk-eksternal,Hendry,5.0,,Positive
100036366,beli-harddisk-eksternal,tjhong K.,5.0,,Positive
100036366,beli-harddisk-eksternal,Lukas P.,5.0,puas,Positive
100036366,beli-harddisk-eksternal,Akasia P.,4.0,,Positive
100036366,beli-harddisk-eksternal,Akasia P.,4.0,,Positive
100036366,beli-harddisk-eksternal,Lukas P.,4.0,,Positive
100036366,beli-harddisk-eksternal,Lukas P.,4.0,,Positive
100036366,beli-harddisk-eksternal,Akasia P.,4.0,puas,Positive
100036366,beli-harddisk-eksternal,Jie L.,5.0,,Positive
100036366,beli-harddisk-eksternal,Akasia P.,4.0,,Positive
100036366,beli-harddisk-eksternal,Akasia P.,4.0,,Positive
100036366,beli-harddisk-eksternal,Akasia P.,4.0,,Positive
100036366,beli-harddisk-eksternal,Akasia P.,4.0,,Positive
100036366,beli-harddisk-eksternal,yoppy H.,5.0,,Positive
100036366,beli-harddisk-eksternal,ming F.,5.0,mantap,Positive
100036366,beli-harddisk-eksternal,ming F.,4.0,mantap,Positive
100036366,beli-harddisk-eksternal,teno,4.0,,Positive
100036366,beli-harddisk-eksternal,Salbiah,5.0,,Positive
100036366,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100036366,beli-harddisk-eksternal,Soleh h.,5.0,,Positive
100036366,beli-harddisk-eksternal,dede S.,1.0,,Negative
100036366,beli-harddisk-eksternal,Lazada Guest,3.0,Sangat puas dengan produknya. Terimakasih..,Neutral
100036366,beli-harddisk-eksternal,Amel F.,5.0,,Positive
100036366,beli-harddisk-eksternal,Maharaja H.,4.0,,Positive
100036366,beli-harddisk-eksternal,Risa W.,5.0,,Positive
100038665,beli-harddisk-eksternal,Fitriyansyah,5.0,"Memuaskan, produk sesuai deskripsi, packing bagus, dan penerimaan produk cepat untuk saya yg berada di jkt",Positive
100038665,beli-harddisk-eksternal,Sahrul A.,3.0,"Kenapa chargernya tidak lengkap....?? G bisa langsung dipakai buat charger..., kita harus nyari dan beli lagi sambungan buat chargernya.., tolong d bantu",Neutral
100038665,beli-harddisk-eksternal,Dani,1.0,Ini spek ram.nya 2GB atau 4GB,Negative
100042741,beli-harddisk-eksternal,Rayndra A.,1.0,"GAN SAYA SARANKAN UNTUK LEBIH BERHATI-HATI DALAM MEMBELI, FLASHDISK YANG DIKIRIM KE SAYA ADALAH FLASHDISK REKONDISI (DAUR ULANG BEKAS).  JANGAN TERTIPU OLEH HARGA. MAS DOSA MAS BOHONG. DI FLASHDISKNYA ADA TULISAN NAMA ""ARYO"" YANG SENGAJA DIHAPUS TP KURANG BERSIH. FILE YANG DIKIRIM KE FLASHDISK JUGA ERROR. MAKAN DUIT HARAM MAS. KENYANG TP GA BERKAH.",Negative
100042741,beli-harddisk-eksternal,Satya P.,2.0,"Barang cepat sampainya. Kualitas FD kurang bagus, file yang di copy sering corrupt.",Negative
100042741,beli-harddisk-eksternal,Hendri,1.0,Palsu,Negative
100042741,beli-harddisk-eksternal,Devvy A.,5.0,,Positive
100042741,beli-harddisk-eksternal,DHEA P.,5.0,VERY GOOD,Positive
100042741,beli-harddisk-eksternal,Tjan H.,1.0,"korup terus klo di copy ke fd,mengecewakan",Negative
100047783,beli-harddisk-eksternal,ni P.,5.0,,Positive
100052565,beli-harddisk-eksternal,Pieter C.,5.0,"hardisknya keren, pelindungnya kokoh , udah ada aplikasi transcend elitenya di dalam untuk enkripsi thanks seller and lazada",Positive
100052565,beli-harddisk-eksternal,zara,4.0,"Sampainya agak lama tapi puas, packing rapi dan pas dateng warnanya biru seneng banget gan hehe. Top deh semoga awet barangnya",Positive
100052565,beli-harddisk-eksternal,Maesaroh,5.0,"Trims Lazada & reseller, , barang sdh saya terima senin siang, penigiriman sesuai dengan yg di informasikan.",Positive
100052565,beli-harddisk-eksternal,Uli,5.0,sesuai spek yg saya mau.. jd oke lah,Positive
100052565,beli-harddisk-eksternal,bahari,5.0,barangnya bagus.  rapi tidak mengecewakan.  akan tetapi bagus kalau ada Bonus pouch nya.  hehhe,Positive
100052565,beli-harddisk-eksternal,Temon,5.0,"barang udah sampe gunn,, masih segell dari pabriknya,, mangstabb,,",Positive
100052565,beli-harddisk-eksternal,Yaya S.,5.0,barang tlah diterima kondisi baik,Positive
100052565,beli-harddisk-eksternal,Fidel A.,5.0,,Positive
100052565,beli-harddisk-eksternal,Mbah K.,5.0,mantap,Positive
100052565,beli-harddisk-eksternal,Anggun B.,5.0,,Positive
100052565,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100052565,beli-harddisk-eksternal,Harun Z.,4.0,,Positive
100052565,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100055947,beli-harddisk-eksternal,Nicho P.,5.0,"Barang sesuai deskripsi,penjual ramah,respon cepat..",Positive
100055947,beli-harddisk-eksternal,Muhammad R.,5.0,"Packaging rapi, flashdiksnya ORI, kapasitasnya sesuai dengan detail produk yang dicantumkan dan foto dengan barangnya sesuai + barangnya datang sesuai tepat waktu. Makasih ya.. 😘",Positive
100055947,beli-harddisk-eksternal,Johann S.,5.0,"flashdisknya sudah diterima dengan baik. kapasitas total 58,544,586,752 bytes dengan FAT32. menjadi 62,885,724,160 bytes kalau diformat dengan exFAT. write speed 10MB/s dan read 30 MB/s dengan port USB 2.0, belum dicoba dengan port usb 3.0.",Positive
100055947,beli-harddisk-eksternal,Dian A.,5.0,"Terima kasih, barang bagus dan respon penjual sgt baik.",Positive
100055947,beli-harddisk-eksternal,Elisa P.,5.0,"Barang sudah diterima dgn baik. Packing rapih. Tp isinya cuma 58GB. Selebihnya, oke",Positive
100055947,beli-harddisk-eksternal,Michael O.,5.0,pas cocok buat anda semua. bgus. sesuai deskripsi.,Positive
100055947,beli-harddisk-eksternal,Warya,5.0,,Positive
100055947,beli-harddisk-eksternal,Wawan D.,4.0,,Positive
100055947,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100055947,beli-harddisk-eksternal,Siti N.,5.0,,Positive
100055947,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100055947,beli-harddisk-eksternal,Birger,5.0,,Positive
100055947,beli-harddisk-eksternal,ANWAR T.,5.0,,Positive
100055947,beli-harddisk-eksternal,ahmad T.,5.0,,Positive
100055947,beli-harddisk-eksternal,Novi A.,5.0,PUAS,Positive
100055947,beli-harddisk-eksternal,achmad J.,5.0,,Positive
100055947,beli-harddisk-eksternal,Yanti,5.0,"flashdisk 64gb casing metal, baguss",Positive
100061038,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100061038,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100061038,beli-harddisk-eksternal,rizki E.,5.0,Sesuai deskripsi,Positive
100061038,beli-harddisk-eksternal,fauzi A.,5.0,"barang dah sampai, makasih",Positive
100061038,beli-harddisk-eksternal,Lazada Customer,5.0,mantap barang gak minus sama sekali,Positive
100061038,beli-harddisk-eksternal,Febian M.,5.0,"pengiriman cepat, packing cukup bagus",Positive
100061038,beli-harddisk-eksternal,Dirawan,5.0,Biarkan bintang yang berbicara ... 👌👍,Positive
100061038,beli-harddisk-eksternal,Erwin J.,5.0,"Barangnya ok, cepat sampai",Positive
100061038,beli-harddisk-eksternal,Lazada Customer,5.0,"Pengirimannya cepat, produk baik",Positive
100061038,beli-harddisk-eksternal,Chandra K.,5.0,Barang  sesuai dengan deskripsi dan berfungsi baik.,Positive
100061038,beli-harddisk-eksternal,Lazada Customer,5.0,"sampai cepat, barang sesuai.",Positive
100061038,beli-harddisk-eksternal,dwi S.,4.0,dikirim hari berikutnya dan barang mulus,Positive
100061038,beli-harddisk-eksternal,Andrari G.,5.0,,Positive
100061038,beli-harddisk-eksternal,tetty N.,5.0,,Positive
100061038,beli-harddisk-eksternal,Septria I.,5.0,,Positive
100061038,beli-harddisk-eksternal,Dave M.,5.0,,Positive
100061038,beli-harddisk-eksternal,Fabiola A.,5.0,,Positive
100061038,beli-harddisk-eksternal,Lenka B.,5.0,,Positive
100061038,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100061038,beli-harddisk-eksternal,Anggoro E.,5.0,,Positive
100061038,beli-harddisk-eksternal,Zaldy C.,5.0,,Positive
100061038,beli-harddisk-eksternal,Lazada Customer,5.0,,Positive
100061038,beli-harddisk-eksternal,Willyanda N.,5.0,,Positive
100061038,beli-harddisk-eksternal,herry P.,5.0,oke,Positive
100061038,beli-harddisk-eksternal,Erlin D.,5.0,,Positive
100061038,beli-harddisk-eksternal,Lazada Customer,4.0,baik,Positive
100061038,beli-harddisk-eksternal,inge,5.0,,Positive
100061038,beli-harddisk-eksternal,Atika N.,5.0,,Positive
100061038,beli-harddisk-eksternal,SURYAWAN,5.0,,Positive
100072071,beli-harddisk-eksternal,Alwan P.,2.0,ram 8gb atau 4gb?,Negative
